affected_flow_count,fault_id,scenario_id,status,total_backend_ms
47,l_sw0065_sw0067,F150_TT100,SUCCESS_H2S,53.514681
47,l_sw0067_sw0069,F150_TT100,SUCCESS_H2S,53.906836
47,l_sw0069_sw0071,F150_TT100,SUCCESS_H2S,53.474185
47,l_sw0071_sw0073,F150_TT100,SUCCESS_H2S,53.353721
47,l_sw0073_sw0075,F150_TT100,SUCCESS_H2S,53.242127
47,l_sw0075_sw0077,F150_TT100,SUCCESS_H2S,68.490502
47,l_sw0077_sw0079,F150_TT100,SUCCESS_H2S,57.022352
47,l_sw0079_sw0081,F150_TT100,SUCCESS_H2S,55.472279
47,l_sw0081_sw0083,F150_TT100,SUCCESS_H2S,53.486516
47,l_sw0083_sw0085,F150_TT100,SUCCESS_H2S,54.130649
47,l_sw0085_sw0087,F150_TT100,SUCCESS_H2S,54.863742
47,l_sw0087_sw0089,F150_TT100,SUCCESS_H2S,54.24378
47,l_sw0089_sw0091,F150_TT100,SUCCESS_H2S,54.14345
47,l_sw0091_sw0093,F150_TT100,SUCCESS_H2S,54.444404
47,l_sw0093_sw0095,F150_TT100,SUCCESS_H2S,53.802168
47,l_sw0095_sw0097,F150_TT100,SUCCESS_H2S,54.207659
110,l_sw0001_sw0003,F150_TT250,SUCCESS_H2S,110.705341
110,l_sw0049_sw0051,F150_TT250,SUCCESS_H2S,96.200445
110,l_sw0097_sw0099,F150_TT250,SUCCESS_H2S,99.921088
110,l_sw0001_sw0099,F150_TT250,SUCCESS_H2S,96.249832
110,l_sw0003_sw0005,F150_TT250,SUCCESS_H2S,97.934851
110,l_sw0005_sw0007,F150_TT250,SUCCESS_H2S,97.73568
110,l_sw0007_sw0009,F150_TT250,SUCCESS_H2S,110.541014
110,l_sw0009_sw0011,F150_TT250,SUCCESS_H2S,99.256717
110,l_sw0011_sw0013,F150_TT250,SUCCESS_H2S,99.607951
110,l_sw0013_sw0015,F150_TT250,SUCCESS_H2S,100.815975
110,l_sw0015_sw0017,F150_TT250,SUCCESS_H2S,101.802466
110,l_sw0017_sw0019,F150_TT250,SUCCESS_H2S,98.787566
110,l_sw0019_sw0021,F150_TT250,SUCCESS_H2S,96.687215
110,l_sw0021_sw0023,F150_TT250,SUCCESS_H2S,98.700235
110,l_sw0023_sw0025,F150_TT250,SUCCESS_H2S,112.77264
110,l_sw0025_sw0027,F150_TT250,SUCCESS_H2S,98.233259
110,l_sw0027_sw0029,F150_TT250,SUCCESS_H2S,100.807252
110,l_sw0029_sw0031,F150_TT250,SUCCESS_H2S,99.556264
110,l_sw0031_sw0033,F150_TT250,SUCCESS_H2S,97.973496
110,l_sw0033_sw0035,F150_TT250,SUCCESS_H2S,95.820447
110,l_sw0035_sw0037,F150_TT250,SUCCESS_H2S,97.617814
110,l_sw0037_sw0039,F150_TT250,SUCCESS_H2S,112.048792
110,l_sw0039_sw0041,F150_TT250,SUCCESS_H2S,97.401284
110,l_sw0041_sw0043,F150_TT250,SUCCESS_H2S,96.954312
110,l_sw0043_sw0045,F150_TT250,SUCCESS_H2S,97.370241
110,l_sw0045_sw0047,F150_TT250,SUCCESS_H2S,95.918908
110,l_sw0047_sw0049,F150_TT250,SUCCESS_H2S,95.940227
110,l_sw0051_sw0053,F150_TT250,SUCCESS_H2S,99.299737
110,l_sw0053_sw0055,F150_TT250,SUCCESS_H2S,111.635329
110,l_sw0055_sw0057,F150_TT250,SUCCESS_H2S,97.819446
110,l_sw0057_sw0059,F150_TT250,SUCCESS_H2S,99.66699
110,l_sw0059_sw0061,F150_TT250,SUCCESS_H2S,95.872331
110,l_sw0061_sw0063,F150_TT250,SUCCESS_H2S,97.721348
110,l_sw0063_sw0065,F150_TT250,SUCCESS_H2S,97.179419
110,l_sw0065_sw0067,F150_TT250,SUCCESS_H2S,97.323585
110,l_sw0067_sw0069,F150_TT250,SUCCESS_H2S,111.909839
110,l_sw0069_sw0071,F150_TT250,SUCCESS_H2S,99.548457
110,l_sw0071_sw0073,F150_TT250,SUCCESS_H2S,97.327087
110,l_sw0073_sw0075,F150_TT250,SUCCESS_H2S,97.511218
110,l_sw0075_sw0077,F150_TT250,SUCCESS_H2S,98.883352
110,l_sw0077_sw0079,F150_TT250,SUCCESS_H2S,97.862964
110,l_sw0079_sw0081,F150_TT250,SUCCESS_H2S,96.951605
110,l_sw0081_sw0083,F150_TT250,SUCCESS_H2S,111.68424
110,l_sw0083_sw0085,F150_TT250,SUCCESS_H2S,98.617608
110,l_sw0085_sw0087,F150_TT250,SUCCESS_H2S,102.727644
110,l_sw0087_sw0089,F150_TT250,SUCCESS_H2S,99.270004
110,l_sw0089_sw0091,F150_TT250,SUCCESS_H2S,96.638908
110,l_sw0091_sw0093,F150_TT250,SUCCESS_H2S,98.864117
110,l_sw0093_sw0095,F150_TT250,SUCCESS_H2S,97.366229
110,l_sw0095_sw0097,F150_TT250,SUCCESS_H2S,111.400524
195,l_sw0001_sw0003,F150_TT500,SUCCESS_H2S,157.93705
195,l_sw0049_sw0051,F150_TT500,SUCCESS_H2S,155.06261
195,l_sw0097_sw0099,F150_TT500,SUCCESS_H2S,157.639639
195,l_sw0001_sw0099,F150_TT500,SUCCESS_H2S,171.007972
195,l_sw0003_sw0005,F150_TT500,SUCCESS_H2S,158.815167
195,l_sw0005_sw0007,F150_TT500,SUCCESS_H2S,160.449205
195,l_sw0007_sw0009,F150_TT500,SUCCESS_H2S,161.363697
195,l_sw0009_sw0011,F150_TT500,SUCCESS_H2S,158.356671
195,l_sw0011_sw0013,F150_TT500,SUCCESS_H2S,158.279227
195,l_sw0013_sw0015,F150_TT500,SUCCESS_H2S,172.317978
195,l_sw0015_sw0017,F150_TT500,SUCCESS_H2S,156.486685
195,l_sw0017_sw0019,F150_TT500,SUCCESS_H2S,157.663995
195,l_sw0019_sw0021,F150_TT500,SUCCESS_H2S,171.033172
195,l_sw0021_sw0023,F150_TT500,SUCCESS_H2S,157.403663
195,l_sw0023_sw0025,F150_TT500,SUCCESS_H2S,162.388384
195,l_sw0025_sw0027,F150_TT500,SUCCESS_H2S,155.678756
195,l_sw0027_sw0029,F150_TT500,SUCCESS_H2S,172.174367
195,l_sw0029_sw0031,F150_TT500,SUCCESS_H2S,157.47907
195,l_sw0031_sw0033,F150_TT500,SUCCESS_H2S,156.47441
195,l_sw0033_sw0035,F150_TT500,SUCCESS_H2S,161.787699
195,l_sw0035_sw0037,F150_TT500,SUCCESS_H2S,170.502272
195,l_sw0037_sw0039,F150_TT500,SUCCESS_H2S,157.494888
195,l_sw0039_sw0041,F150_TT500,SUCCESS_H2S,156.166359
195,l_sw0041_sw0043,F150_TT500,SUCCESS_H2S,173.443724
195,l_sw0043_sw0045,F150_TT500,SUCCESS_H2S,157.004634
195,l_sw0045_sw0047,F150_TT500,SUCCESS_H2S,158.378846
195,l_sw0047_sw0049,F150_TT500,SUCCESS_H2S,158.015914
195,l_sw0051_sw0053,F150_TT500,SUCCESS_H2S,170.752247
195,l_sw0053_sw0055,F150_TT500,SUCCESS_H2S,155.937069
195,l_sw0055_sw0057,F150_TT500,SUCCESS_H2S,158.101708
195,l_sw0057_sw0059,F150_TT500,SUCCESS_H2S,155.595354
195,l_sw0059_sw0061,F150_TT500,SUCCESS_H2S,172.930456
195,l_sw0061_sw0063,F150_TT500,SUCCESS_H2S,160.243827
195,l_sw0063_sw0065,F150_TT500,SUCCESS_H2S,158.22811
195,l_sw0065_sw0067,F150_TT500,SUCCESS_H2S,159.024522
195,l_sw0067_sw0069,F150_TT500,SUCCESS_H2S,170.653059
195,l_sw0069_sw0071,F150_TT500,SUCCESS_H2S,156.50851
195,l_sw0071_sw0073,F150_TT500,SUCCESS_H2S,160.984984
195,l_sw0073_sw0075,F150_TT500,SUCCESS_H2S,158.395615
195,l_sw0075_sw0077,F150_TT500,SUCCESS_H2S,170.072511
195,l_sw0077_sw0079,F150_TT500,SUCCESS_H2S,159.402745
195,l_sw0079_sw0081,F150_TT500,SUCCESS_H2S,160.497392
195,l_sw0081_sw0083,F150_TT500,SUCCESS_H2S,157.534007
195,l_sw0083_sw0085,F150_TT500,SUCCESS_H2S,170.520316
195,l_sw0085_sw0087,F150_TT500,SUCCESS_H2S,158.037998
195,l_sw0087_sw0089,F150_TT500,SUCCESS_H2S,156.446108
195,l_sw0089_sw0091,F150_TT500,SUCCESS_H2S,161.797731
195,l_sw0091_sw0093,F150_TT500,SUCCESS_H2S,174.108493
195,l_sw0093_sw0095,F150_TT500,SUCCESS_H2S,157.884031
195,l_sw0095_sw0097,F150_TT500,SUCCESS_H2S,159.197867
1,l_sw0005_sw0006,F150_TT750,SUCCESS_H2S,181.821816
11,l_sw0044_sw0046,F150_TT750,SUCCESS_H2S,190.027849
248,l_sw0011_sw0013,F150_TT750,SUCCESS_H2S,205.450392
1,l_sw0017_sw0018,F150_TT750,SUCCESS_H2S,175.587221
1,l_sw0027_sw0028,F150_TT750,SUCCESS_H2S,177.481425
1,l_sw0043_sw0044,F150_TT750,SUCCESS_H2S,189.887634
1,l_sw0059_sw0060,F150_TT750,SUCCESS_H2S,186.676655
1,l_sw0077_sw0078,F150_TT750,SUCCESS_H2S,181.870697
1,l_sw0095_sw0096,F150_TT750,SUCCESS_H2S,180.951007
2,l_sw0040_sw0041,F150_TT750,SUCCESS_H2S,177.516722
2,l_sw0050_sw0051,F150_TT750,SUCCESS_H2S,187.992532
3,l_sw0080_sw0081,F150_TT750,SUCCESS_H2S,178.869836
7,l_sw0012_sw0014,F150_TT750,SUCCESS_H2S,172.920944
8,l_sw0014_sw0016,F150_TT750,SUCCESS_H2S,174.362458
9,l_sw0006_sw0008,F150_TT750,SUCCESS_H2S,190.287927
9,l_sw0024_sw0026,F150_TT750,SUCCESS_H2S,173.629538
9,l_sw0080_sw0082,F150_TT750,SUCCESS_H2S,179.187056
10,l_sw0008_sw0010,F150_TT750,SUCCESS_H2S,176.098334
10,l_sw0018_sw0020,F150_TT750,SUCCESS_H2S,178.45336
10,l_sw0042_sw0044,F150_TT750,SUCCESS_H2S,187.639059
10,l_sw0064_sw0066,F150_TT750,SUCCESS_H2S,172.13831
11,l_sw0036_sw0038,F150_TT750,SUCCESS_H2S,175.040424
11,l_sw0052_sw0054,F150_TT750,SUCCESS_H2S,190.499005
11,l_sw0070_sw0072,F150_TT750,SUCCESS_H2S,174.441366
11,l_sw0076_sw0078,F150_TT750,SUCCESS_H2S,182.239401
12,l_sw0068_sw0070,F150_TT750,SUCCESS_H2S,194.421207
242,l_sw0049_sw0051,F150_TT750,SUCCESS_H2S,209.117119
243,l_sw0037_sw0039,F150_TT750,HEURISTIC_NOT_FOUND,361.165849
243,l_sw0067_sw0069,F150_TT750,SUCCESS_H2S,225.004802
244,l_sw0029_sw0031,F150_TT750,SUCCESS_H2S,205.736568
244,l_sw0053_sw0055,F150_TT750,SUCCESS_H2S,200.817225
244,l_sw0071_sw0073,F150_TT750,SUCCESS_H2S,211.254954
244,l_sw0089_sw0091,F150_TT750,SUCCESS_H2S,204.711942
245,l_sw0001_sw0099,F150_TT750,SUCCESS_H2S,226.895307
245,l_sw0019_sw0021,F150_TT750,SUCCESS_H2S,204.013571
245,l_sw0041_sw0043,F150_TT750,SUCCESS_H2S,203.358251
245,l_sw0097_sw0099,F150_TT750,SUCCESS_H2S,206.871663
246,l_sw0021_sw0023,F150_TT750,SUCCESS_H2S,205.108395
246,l_sw0083_sw0085,F150_TT750,SUCCESS_H2S,226.153226
247,l_sw0003_sw0005,F150_TT750,SUCCESS_H2S,213.004539
1,l_sw0001_sw0002,F150_TT1000,SUCCESS_H2S,209.655075
30,l_sw0024_sw0026,F150_TT1000,SUCCESS_H2S,231.337283
262,l_sw0011_sw0013,F150_TT1000,HEURISTIC_NOT_FOUND,405.995609
1,l_sw0015_sw0016,F150_TT1000,SUCCESS_H2S,209.164028
1,l_sw0031_sw0032,F150_TT1000,SUCCESS_H2S,229.22956
1,l_sw0049_sw0050,F150_TT1000,SUCCESS_H2S,207.246663
1,l_sw0069_sw0070,F150_TT1000,SUCCESS_H2S,207.274919
1,l_sw0082_sw0083,F150_TT1000,SUCCESS_H2S,203.834593
1,l_sw0097_sw0098,F150_TT1000,SUCCESS_H2S,220.363965
2,l_sw0025_sw0026,F150_TT1000,SUCCESS_H2S,199.186875
2,l_sw0043_sw0044,F150_TT1000,SUCCESS_H2S,202.475241
2,l_sw0059_sw0060,F150_TT1000,SUCCESS_H2S,208.525285
2,l_sw0067_sw0068,F150_TT1000,SUCCESS_H2S,202.841483
2,l_sw0085_sw0086,F150_TT1000,SUCCESS_H2S,219.11642
2,l_sw0099_sw0100,F150_TT1000,SUCCESS_H2S,198.849105
6,l_sw0070_sw0071,F150_TT1000,SUCCESS_H2S,199.622058
7,l_sw0090_sw0091,F150_TT1000,SUCCESS_H2S,215.151882
27,l_sw0010_sw0012,F150_TT1000,SUCCESS_H2S,203.881409
27,l_sw0062_sw0064,F150_TT1000,SUCCESS_H2S,213.931365
28,l_sw0050_sw0052,F150_TT1000,SUCCESS_H2S,216.098983
29,l_sw0002_sw0004,F150_TT1000,SUCCESS_H2S,206.793095
29,l_sw0064_sw0066,F150_TT1000,SUCCESS_H2S,222.025236
30,l_sw0044_sw0046,F150_TT1000,SUCCESS_H2S,202.959021
30,l_sw0092_sw0094,F150_TT1000,SUCCESS_H2S,206.37364
31,l_sw0054_sw0056,F150_TT1000,SUCCESS_H2S,206.767848
32,l_sw0084_sw0086,F150_TT1000,SUCCESS_H2S,211.736148
34,l_sw0008_sw0010,F150_TT1000,SUCCESS_H2S,220.099233
34,l_sw0078_sw0080,F150_TT1000,SUCCESS_H2S,203.545343
35,l_sw0098_sw0100,F150_TT1000,SUCCESS_H2S,220.112896
254,l_sw0019_sw0021,F150_TT1000,HEURISTIC_NOT_FOUND,389.174759
255,l_sw0027_sw0029,F150_TT1000,HEURISTIC_NOT_FOUND,407.063826
255,l_sw0079_sw0081,F150_TT1000,HEURISTIC_NOT_FOUND,413.69052
256,l_sw0057_sw0059,F150_TT1000,HEURISTIC_NOT_FOUND,407.998517
256,l_sw0069_sw0071,F150_TT1000,HEURISTIC_NOT_FOUND,411.76793
257,l_sw0055_sw0057,F150_TT1000,SUCCESS_H2S,233.131518
258,l_sw0045_sw0047,F150_TT1000,SUCCESS_H2S,230.37024
259,l_sw0015_sw0017,F150_TT1000,HEURISTIC_NOT_FOUND,393.378145
259,l_sw0081_sw0083,F150_TT1000,HEURISTIC_NOT_FOUND,412.120287
260,l_sw0031_sw0033,F150_TT1000,HEURISTIC_NOT_FOUND,393.93789
261,l_sw0041_sw0043,F150_TT1000,HEURISTIC_NOT_FOUND,390.024136
